Title,DetailType,PlayTime,StartHour,EndHour,DayNightType,PlayTimeSummary,condition1,condition2
서울안전한마당,시민 참여,10:00 ~ 17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
"서울야외도서관 〈책읽는 성북: 숲, 색을 입히다〉",문학/책 축제,금~토 10:00~20:00일 10:00~18:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영","가을, 숲","낮,밤"
서울억새축제,꽃 축제,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
서울와우북페스티벌,문학/책 축제,11:00 ~22:00,11,22,낮 중심,"운영시간 11:00~22:00 (총 11시간, 낮 7h, 밤 4h) → 낮과 밤 모두 운영",가을,"낮,밤"
서울일러스트레이션페어V.19,미술/조각,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
서울조각페스티벌,미술/조각,10:00~19:00,10,19,낮 중심,"운영시간 10:00~19:00 (총 9시간, 낮 8h, 밤 1h) → 낮 중심","봄,가을","낮,밤"
서울커피앤티페어,커피/차 축제,10:00 ~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
서울프린지페스티벌2025,다원 예술,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영",가을,"낮,밤"
서천 동백꽃 주꾸미 축제,수산물 축제,10:00 ~ 18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄, 바닷가",낮
서천 마량진항 해넘이 해돋이 행사,일출/일몰 축제,"12.31.(화) 17:00~24:00, 1.1.(수) 07:00~08:00",17,24,밤 중심,"운영시간 17:00~0:00 (총 7시간, 낮 1h, 밤 6h) → 밤 중심","겨울,해안가","밤,심야"
서천 자연산 광어 도미 축제,수산물 축제,10:00 ~ 18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",봄,낮
서천 홍원항 자연산 전어 꽃게 축제,수산물 축제,09:00~18:00,9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심",가을,낮
서천국가유산야행,문화재 야행,18:00~23:00,18,23,밤 중심,"운영시간 18:00~23:00 (총 5시간, 낮 0h, 밤 5h) → 밤 중심","봄,가을",밤
서초뮤직앤아트페스티벌(SMAF),복합 문화 예술,14:00~21:00,14,21,낮·밤 혼합,"운영시간 14:00~21:00 (총 7시간, 낮 4h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
서초책있는거리 10월 북캠프,문학/책 축제,nan,,,정보 없음,정보 부족,가을,"낮,밤"
서초책있는거리 6월 북캉스,문학/책 축제,13:00~17:00,13,17,낮 중심,"운영시간 13:00~17:00 (총 4시간, 낮 4h, 밤 0h) → 낮 중심",여름,낮
서해 선셋 캠핑페스티벌,캠핑/백패킹,07:30~22:00(20일 기준),7,22,낮 중심,"운영시간 7:00~22:00 (총 15시간, 낮 11h, 밤 4h) → 낮과 밤 모두 운영","여름, 바다, 노을","낮, 밤"
석계역 달빛야시장,야시장/플리마켓,nan,,,정보 없음,정보 부족,"봄,가을",밤
선농대제,전통 의례/행사,4. 18.(금) 17:30~20:30 / 4. 19.(토) 09:00~15:00,17,20,밤 중심,"운영시간 17:00~20:00 (총 3시간, 낮 1h, 밤 2h) → 밤 중심","봄,가을","낮,밤"
선인장&다육식물展,꽃 축제,09:00~18:00,9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심","봄,가을",낮
설 맞이 어울마당,민속놀이,10:00 ~ 17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심",겨울,낮
설맞이 작은문화축전,전통 문화 체험,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심",겨울,낮
설화예술제,복합 문화 예술,14:00~20:00,14,20,낮 중심,"운영시간 14:00~20:00 (총 6시간, 낮 4h, 밤 2h) → 낮과 밤 모두 운영",겨울,"낮,밤"
성남동 커피페스티벌,커피/차 축제,10:00~20:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
성남페스티벌,미디어 아트,10:00~20:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영",가을,"낮,밤"
성동구 구립도서관 북 페스티벌,문학/책 축제,12:00~16:00,12,16,낮 중심,"운영시간 12:00~16:00 (총 4시간, 낮 4h, 밤 0h) → 낮 중심","봄,가을",낮
성북 MOA 마켓,야시장/플리마켓,12:00~19:00,12,19,낮 중심,"운영시간 12:00~19:00 (총 7시간, 낮 6h, 밤 1h) → 낮 중심","봄,가을","낮,밤"
성북 책모꼬지 <성북은_도서관>,문학/책 축제,상시,,,정보 없음,정보 부족,"봄,가을","낮,밤"
성북거리문화축제 <다다페스타>,거리 예술,11:00~18:00,11,18,낮 중심,"운영시간 11:00~18:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
성북세계음식축제 누리마실,세계 음식,11:00~20:00,11,20,낮 중심,"운영시간 11:00~20:00 (총 9시간, 낮 7h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
성주가야산황금들녘메뚜기축제,농촌 체험,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","가을, 농촌",낮
성주참외&생명문화축제,농산물 축제,10:00~21:00 (부스 운영은 18:00까지),10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",여름,"낮,밤"
세계 요가의 날 on 남이섬,영성/명상,14:00~16:00,14,16,낮 중심,"운영시간 14:00~16:00 (총 2시간, 낮 2h, 밤 0h) → 낮 중심","여름, 자연환경",낮
세계꽃 · 문화관광축제 호수야 놀자,꽃 축제,11:00~22:00,11,22,낮 중심,"운영시간 11:00~22:00 (총 11시간, 낮 7h, 밤 4h) → 낮과 밤 모두 운영",봄,"낮,밤"
세계를 품은 인천교육 한마당,기술 교육,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","가을, 맑은 날",낮
세계예술인한반도평화대회,복합 문화 예술,14:00~21:00,14,21,낮·밤 혼합,"운영시간 14:00~21:00 (총 7시간, 낮 4h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
세계음악극 페스티벌,연극/뮤지컬,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
세계인 어울림 축제,커뮤니티 행사,11:00~15:30,11,15,낮 중심,"운영시간 11:00~15:00 (총 4시간, 낮 4h, 밤 0h) → 낮 중심","봄,가을",낮
세븐비치 어싱 챌린지,걷기/달리기,14:00~17:00,14,17,낮 중심,"운영시간 14:00~17:00 (총 3시간, 낮 3h, 밤 0h) → 낮 중심","해변, 여름",낮
세종 조치원 복숭아 축제,농산물 축제,11:00 ~ 22:00 (세부행사별 상이),11,22,낮 중심,"운영시간 11:00~22:00 (총 11시간, 낮 7h, 밤 4h) → 낮과 밤 모두 운영",여름,"낮,밤"
세종 한글술술 축제,전통주 축제,15:00~22:00,15,22,낮·밤 혼합,"운영시간 15:00~22:00 (총 7시간, 낮 3h, 밤 4h) → 낮과 밤 모두 운영",가을,"낮,밤"
세종낙화축제,전통 의례/행사,19:30~21:30,19,21,밤 중심,"운영시간 19:00~21:00 (총 2시간, 낮 0h, 밤 3h) → 밤 중심","봄,가을",밤
세종단오제,전통 의례/행사,15:00 ~ 20:00,15,20,낮 중심,"운영시간 15:00~20:00 (총 5시간, 낮 3h, 밤 2h) → 낮과 밤 모두 운영",여름,"낮,밤"
세종시 빛 축제,불꽃/빛 축제,개막식 12.13. 19시/크리스마스이브 공연및 행사 12.24.18시/카운트다운 12.31.23시,,,정보 없음,정보 부족,"도시, 가을, 겨울",밤
세종시 정월대보름 맞이 행사,전통 의례/행사,13:00~17:30,13,17,낮 중심,"운영시간 13:00~17:00 (총 4시간, 낮 4h, 밤 0h) → 낮 중심",겨울,낮
세종한글축제,복합 문화 예술,11:00~21:00,11,21,낮 중심,"운영시간 11:00~21:00 (총 10시간, 낮 7h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
세종화랑협회 창립기념 아트페어 “프로젝트 FREE” 겨울정원54℃,미술/조각,09:00~18:00,9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심",겨울,낮
소래포구축제,수산물 축제,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
소사복숭아축제,농산물 축제,8.29 - 20:00~22:008.30 -15:00~22:00,20,22,밤 중심,"운영시간 20:00~22:00 (총 2시간, 낮 0h, 밤 4h) → 밤 중심",여름,밤
소소플래닛 신안코아 맥주 페스티벌,맥주/와인 축제,17:00~24:00,17,24,밤 중심,"운영시간 17:00~0:00 (총 7시간, 낮 1h, 밤 6h) → 밤 중심","늦여름, 초가을, 해안가","밤, 심야"
소이작도 해작해작 갯티길 산책,걷기/달리기,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
속초 칠링비치페스티벌,바다/강 축제,16:00~21:00,16,21,밤 중심,"운영시간 16:00~21:00 (총 5시간, 낮 2h, 밤 3h) → 낮과 밤 모두 운영",여름,"낮,밤"
솜리결사대 : 금고의 비밀을 밝혀라,역사 교육,12:30~18:00,12,18,낮 중심,"운영시간 12:00~18:00 (총 6시간, 낮 6h, 밤 0h) → 낮 중심","봄,가을",낮
송도 트라이보울 재즈 페스티벌,음악 축제,15:00~21:00,15,21,낮·밤 혼합,"운영시간 15:00~21:00 (총 6시간, 낮 3h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
송도달집축제,전통 의례/행사,14:00~21:00,14,21,낮·밤 혼합,"운영시간 14:00~21:00 (총 7시간, 낮 4h, 밤 3h) → 낮과 밤 모두 운영","겨울, 바닷가","낮,밤"
송도해변축제,바다/강 축제,(평일) 12:00~18:00(주말) 11:00~21:00,12,18,낮 중심,"운영시간 12:00~18:00 (총 6시간, 낮 6h, 밤 0h) → 낮 중심","여름, 바다",낮
송월동 동화마을 어린이 축제,거리 퍼레이드,13:00 ~ 17:00,13,17,낮 중심,"운영시간 13:00~17:00 (총 4시간, 낮 4h, 밤 0h) → 낮 중심","봄,가을",낮
송파구 호수벚꽃축제,꽃 축제,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",봄,"낮,밤"
쇠소깍축제,바다/강 축제,13:00~21:00(일 11:00~21:00),13,21,낮 중심,"운영시간 13:00~21:00 (총 8시간, 낮 5h, 밤 3h) → 낮과 밤 모두 운영","여름, 바다","낮,밤"
수라간 시식공감,전통 문화 체험,18:00~21:00,18,21,밤 중심,"운영시간 18:00~21:00 (총 3시간, 낮 0h, 밤 3h) → 밤 중심","봄,가을",밤
수봉산 페스티벌,산/숲 축제,15:00~20:30(체험·홍보 15:00~18:00),15,20,낮 중심,"운영시간 15:00~20:00 (총 5시간, 낮 3h, 밤 2h) → 낮과 밤 모두 운영",가을,"낮,밤"
수성못페스티벌,복합 문화 예술,13:00~22:00,13,22,낮·밤 혼합,"운영시간 13:00~22:00 (총 9시간, 낮 5h, 밤 4h) → 낮과 밤 모두 운영","가을, 호숫가","낮,밤"
수성빛예술제,불꽃/빛 축제,17:00~22:00,17,22,밤 중심,"운영시간 17:00~22:00 (총 5시간, 낮 1h, 밤 4h) → 밤 중심",가을,밤
수안보온천제,지역 상권,10:00~20:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영",가을,"낮,밤"
수영전통달집놀이,전통 의례/행사,14:00~18:20,14,18,낮 중심,"운영시간 14:00~18:00 (총 4시간, 낮 4h, 밤 0h) → 낮 중심",겨울,낮
수원 국가유산 야행,문화재 야행,18:00 ~ 22:00,18,22,밤 중심,"운영시간 18:00~22:00 (총 4시간, 낮 0h, 밤 4h) → 밤 중심","봄,가을",밤
수원음식문화박람회,세계 음식,10:00~19:00(6일(일) 17:00까지),10,19,낮 중심,"운영시간 10:00~19:00 (총 9시간, 낮 8h, 밤 1h) → 낮 중심","봄,가을","낮,밤"
수원재즈페스티벌,음악 축제,18:00~22:00,18,22,밤 중심,"운영시간 18:00~22:00 (총 4시간, 낮 0h, 밤 4h) → 밤 중심","가을, 도시, 야외",밤
수원화성문화제,역사 재현,12:00~21:00,12,21,낮 중심,"운영시간 12:00~21:00 (총 9시간, 낮 6h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
수원화성박물관 테마전 방화수류정,미술/조각,09:00~18:00,9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심","봄, 가을",낮
수원화성의 비밀,역사 교육,연중(밤 10시 이후 제한),,,정보 없음,정보 부족,"봄,가을","낮,밤"
순창 코리아 떡볶이 페스타,음식/요리 축제,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
순창장류축제,농산물 축제,09:00~21:00,9,21,낮 중심,"운영시간 9:00~21:00 (총 12시간, 낮 9h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
순천 낙안읍성 민속문화축제,민속놀이,11:00~18:00,11,18,낮 중심,"운영시간 11:00~18:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
숭례문 파수의식 / 원데이! 파수군,역사 재현,10:00-10:10 숭례문 개문의식(1대 파수군) 10:00-10:40 1대 파수의식 10:40-11:20 2대 파수의식 11:20-12:00 1대 파수의식 13:00-13:40 1대 파수의식 13:40-14:20 2대 파수의식 14:20-15:00 1대 파수의식 15:00-15:30 2대 파수의식 15:30-15:40 숭례문 폐문의식(2대 파수군),10,10,밤 중심,"운영시간 10:00~10:00 (총 0시간, 낮 0h, 밤 0h) → 낮 중심","봄,가을",낮
숲으로 오라,생태 교육,"6/6 14:00~18:006/7,8 10:00~18:00",14,18,낮 중심,"운영시간 14:00~18:00 (총 4시간, 낮 4h, 밤 0h) → 낮 중심","봄, 가을",낮
쉬엄쉬엄 한강 3종 축제,자전거/마라톤,09:00~19:00,9,19,낮 중심,"운영시간 9:00~19:00 (총 10시간, 낮 9h, 밤 1h) → 낮 중심","봄,가을","낮,밤"
스니커콘 서울 (Sneaker Con SEOUL),복합 문화 예술,nan,,,정보 없음,정보 부족,"봄, 가을, 도심 환경","낮, 밤"
스카마켓 in 인천 (SCA Market in Incheon),커피/차 축제,10:00-18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
스프링워크서울,걷기/달리기,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",봄,낮
승기천 꽃피나 봄,꽃 축제,12:00~20:00,12,20,낮 중심,"운영시간 12:00~20:00 (총 8시간, 낮 6h, 밤 2h) → 낮과 밤 모두 운영","봄, 꽃밭","낮,밤"
시나브로 치유길 힐링 걷기 챌린지(전북특별자치도 완주편),걷기/달리기,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
시나브로 치유길 힐링 걷기 챌린지(충청남도 공주편),걷기/달리기,10:00~15:00,10,15,낮 중심,"운영시간 10:00~15:00 (총 5시간, 낮 5h, 밤 0h) → 낮 중심","봄,가을",낮
시민창작예술축제 학산마당극놀래,시민 참여,16:30~20:30,16,20,낮·밤 혼합,"운영시간 16:00~20:00 (총 4시간, 낮 2h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
시흥 써머비트 페스티벌,음악 축제,14:00~22:00,14,22,낮·밤 혼합,"운영시간 14:00~22:00 (총 8시간, 낮 4h, 밤 4h) → 낮과 밤 모두 운영",여름,"낮,밤"
시흥갯골축제,생태 체험,07:00~21:30,7,21,낮 중심,"운영시간 7:00~21:00 (총 14시간, 낮 11h, 밤 3h) → 낮과 밤 모두 운영","봄, 가을, 갯벌 환경","낮,밤"
시흥아트센터 프리뷰 페스타,음악 축제,18:30,,,정보 없음,정보 부족,"봄,가을","낮,밤"
신라문화제,역사 재현,15:00~24:00,15,24,밤 중심,"운영시간 15:00~0:00 (총 9시간, 낮 3h, 밤 6h) → 낮과 밤 모두 운영",가을,"낮,밤,심야"
실향민문화축제,지역 고유 전통,10:00~20:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
심훈상록문화제,역사 인물 기념,11:00~21:00,11,21,낮 중심,"운영시간 11:00~21:00 (총 10시간, 낮 7h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
싱크 넥스트 25(Sync Next 25),다원 예술,각 공연별 상이,,,정보 없음,정보 부족,"봄,가을","낮,밤"
쏙쏙들이페스티벌,복합 문화 예술,14:00,,,정보 없음,정보 부족,"봄,가을","낮,밤"
아라가야문화제,역사 재현,09:00~21:00,9,21,낮 중심,"운영시간 9:00~21:00 (총 12시간, 낮 9h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
아산 성웅 이순신축제,역사 인물 기념,10:00 ~ 22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
아산시 달그락 페스티벌,음악 축제,17:30~22:00,17,22,밤 중심,"운영시간 17:00~22:00 (총 5시간, 낮 1h, 밤 4h) → 밤 중심",가을,"낮,밤"
아산외암마을야행,문화재 야행,18:00~22:00,18,22,밤 중심,"운영시간 18:00~22:00 (총 4시간, 낮 0h, 밤 4h) → 밤 중심","봄,가을",밤
아차산 해맞이 축제,일출/일몰 축제,06:00~08:30,6,8,낮 중심,"운영시간 6:00~8:00 (총 2시간, 낮 2h, 밤 0h) → 낮 중심",겨울,낮
아트밸리 아산 재즈페스티벌 with 자라섬,음악 축제,"금 17:30 ~ 22:00 토,일 15:30 ~ 22:00",17,22,밤 중심,"운영시간 17:00~22:00 (총 5시간, 낮 1h, 밤 4h) → 밤 중심",가을,"낮,밤"
"안녕, 새활용 Festival",환경 보호,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
안동 수(水)페스타,바다/강 축제,10:00 ~ 22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영","여름, 강가","낮,밤"
안동 암산얼음축제,빙어/얼음낚시,10:00 ~ 17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심",겨울,낮
안동국제탈춤페스티벌,전통 공예/예술,10:00 ~ 22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영",가을,"낮,밤"
안동벚꽃축제,꽃 축제,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",봄,"낮,밤"
안빈낙도 새로보기·음미하기·유람하기,전통 문화 체험,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
안산 성호문화제,역사 인물 기념,10:00 ~ 17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
안산국제거리극축제,거리 예술,10:00 ~ 22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
안성 동막골 빙어축제,빙어/얼음낚시,09:00 ~ 17:00,9,17,낮 중심,"운영시간 9:00~17:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","겨울, 얼음, 눈",낮
안성맞춤 남사당 바우덕이축제,민속놀이,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
안양춤축제,무용/퍼포먼스,11:00~21:00,11,21,낮 중심,"운영시간 11:00~21:00 (총 10시간, 낮 7h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
안흥찐빵축제,기타 특산물,10:00~20:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영",가을,"낮,밤"
압구정로데오 페스티벌,지역 상권,12:00~20:00,12,20,낮 중심,"운영시간 12:00~20:00 (총 8시간, 낮 6h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
앞산크리스마스축제,불꽃/빛 축제,14:00~21:00,14,21,낮·밤 혼합,"운영시간 14:00~21:00 (총 7시간, 낮 4h, 밤 3h) → 낮과 밤 모두 운영",겨울,"낮,밤"
야맥축제,맥주/와인 축제,06.05~06.06 - 15:00~22:0006.07 - 15:00~21:00,15,22,낮·밤 혼합,"운영시간 15:00~22:00 (총 7시간, 낮 3h, 밤 4h) → 낮과 밤 모두 운영",여름,"낮,밤"
